Id,Incident_Status_Id,Reassignment_Count,Reopen_Count,Made_SLA,Created_By,Created_At,Assigned_To,Updated_By,Updated_At,Resolved_By,Resolved_At,Category,Urgency,Priority
INC0000228,6,0,0,TRUE,301,2/29/2016 12:11,170,908,5/3/2016 17:00,69,5/3/2016 17:00,2,2 - Medium,3 - Moderate
INC0000230,6,1,0,TRUE,55,2/29/2016 12:14,159,614,7/3/2016 15:12,143,7/3/2016 15:12,5,2 - Medium,3 - Moderate
INC0000232,6,1,0,TRUE,501,2/29/2016 12:20,150,578,12/3/2016 21:23,134,12/3/2016 21:23,3,3 - Low,4 - Low
INC0000237,6,0,0,TRUE,62,2/29/2016 12:27,33,908,6/3/2016 15:00,31,6/3/2016 15:00,2,2 - Medium,3 - Moderate
INC0000246,6,1,0,FALSE,24,2/29/2016 12:41,34,908,9/3/2016 12:00,33,4/3/2016 11:56,7,2 - Medium,3 - Moderate
INC0000250,6,4,0,TRUE,301,2/29/2016 12:43,150,578,12/3/2016 21:30,134,12/3/2016 21:30,3,2 - Medium,3 - Moderate
INC0000261,6,0,0,TRUE,128,2/29/2016 12:54,71,300,2/29/2016 17:47,77,2/29/2016 17:47,4,1 - High,1 - Critical
INC0000266,6,1,0,FALSE,40,2/29/2016 13:18,78,908,9/3/2016 17:00,71,4/3/2016 16:24,5,2 - Medium,5 - Very Low
INC0000268,1,1,0,TRUE,301,2/29/2016 13:24,170,881,9/3/2016 8:46,0,1/1/1912 0:00,3,2 - Medium,5 - Very Low
INC0000273,6,1,0,FALSE,40,2/29/2016 13:36,215,908,9/3/2016 15:00,196,4/3/2016 14:38,5,2 - Medium,5 - Very Low
INC0000278,6,0,0,TRUE,433,2/29/2016 13:48,134,908,5/3/2016 15:00,10,5/3/2016 15:00,10,2 - Medium,5 - Very Low
INC0000280,4,4,0,TRUE,301,2/29/2016 13:50,34,137,4/3/2016 10:48,0,1/1/1912 0:00,4,2 - Medium,5 - Very Low
INC0000284,6,0,0,TRUE,62,2/29/2016 13:55,78,908,7/3/2016 12:00,28,7/3/2016 12:00,2,2 - Medium,5 - Very Low
INC0000290,6,0,0,TRUE,301,2/29/2016 13:59,149,908,5/3/2016 15:00,126,5/3/2016 15:00,5,2 - Medium,3 - Moderate
INC0000294,1,1,1,TRUE,240,2/29/2016 14:06,57,135,11/3/2016 14:57,0,1/1/1912 0:00,9,2 - Medium,3 - Moderate
INC0000295,6,0,0,FALSE,221,2/29/2016 14:09,69,908,9/3/2016 10:00,13,9/3/2016 10:00,5,2 - Medium,3 - Moderate
INC0000297,6,0,0,FALSE,221,2/29/2016 14:15,69,908,9/3/2016 10:00,23,9/3/2016 10:00,5,2 - Medium,3 - Moderate
INC0000298,6,0,0,FALSE,433,2/29/2016 14:16,18,908,11/30/2016 8:10,30,11/30/2016 8:10,6,3 - Low,4 - Low
INC0000302,4,1,0,TRUE,55,2/29/2016 14:23,215,241,10/3/2016 10:40,0,1/1/1912 0:00,4,2 - Medium,3 - Moderate
INC0000303,3,0,0,TRUE,325,2/29/2016 14:23,159,614,10/3/2016 17:47,0,1/1/1912 0:00,1,3 - Low,5 - Very Low
INC0000304,6,0,0,TRUE,221,2/29/2016 14:25,69,908,8/3/2016 16:00,51,8/3/2016 16:00,7,2 - Medium,3 - Moderate
INC0000305,6,1,0,FALSE,221,2/29/2016 14:28,78,908,9/3/2016 15:00,71,4/3/2016 14:41,3,2 - Medium,3 - Moderate
INC0000307,6,0,0,FALSE,433,2/29/2016 14:30,18,908,12/24/2016 15:00,9,12/24/2016 15:00,1,3 - Low,4 - Low
INC0000310,6,0,0,TRUE,433,2/29/2016 14:33,175,908,6/3/2016 14:00,11,6/3/2016 14:00,2,3 - Low,4 - Low
INC0000315,1,1,0,TRUE,386,2/29/2016 14:37,48,63,1/3/2016 10:50,0,1/1/1912 0:00,1,2 - Medium,3 - Moderate
INC0000317,4,0,0,TRUE,433,2/29/2016 14:40,175,713,5/4/2016 6:17,0,1/1/1912 0:00,7,3 - Low,4 - Low
INC0000318,4,0,0,TRUE,433,2/29/2016 14:43,175,713,3/28/2016 12:10,0,1/1/1912 0:00,7,3 - Low,4 - Low
INC0000324,6,0,0,FALSE,381,2/29/2016 14:47,182,908,6/21/2016 10:00,107,6/21/2016 10:00,6,3 - Low,4 - Low
INC0000325,6,0,0,FALSE,433,2/29/2016 14:49,203,908,3/24/2016 18:59,93,3/24/2016 18:59,2,3 - Low,4 - Low
INC0000329,4,4,0,TRUE,301,2/29/2016 14:50,78,307,4/3/2016 14:48,0,1/1/1912 0:00,6,2 - Medium,3 - Moderate
INC0000330,6,0,0,FALSE,433,2/29/2016 14:52,203,908,3/24/2016 18:59,108,3/24/2016 18:59,1,3 - Low,4 - Low
INC0000332,6,5,0,TRUE,55,2/29/2016 14:53,33,133,9/3/2016 10:50,32,9/3/2016 10:50,9,2 - Medium,5 - Very Low
INC0000333,6,0,0,TRUE,433,2/29/2016 14:56,175,713,4/29/2016 9:41,158,4/29/2016 9:41,4,3 - Low,5 - Very Low
INC0000336,6,0,0,TRUE,433,2/29/2016 15:03,175,713,10/3/2016 17:27,158,10/3/2016 17:27,1,3 - Low,5 - Very Low
INC0000337,6,0,0,TRUE,433,2/29/2016 15:07,175,713,5/30/2016 12:23,158,5/30/2016 12:23,3,2 - Medium,5 - Very Low
INC0000338,6,0,0,FALSE,433,2/29/2016 15:10,203,908,10/4/2016 14:59,52,10/4/2016 14:59,10,3 - Low,5 - Very Low
INC0000341,6,0,0,FALSE,433,2/29/2016 15:13,193,908,7/8/2016 15:00,46,7/8/2016 15:00,1,1 - High,5 - Very Low
INC0000343,6,0,0,FALSE,381,2/29/2016 15:14,182,908,12/27/2016 10:00,52,12/27/2016 10:00,2,3 - Low,5 - Very Low
INC0000346,6,0,0,TRUE,433,2/29/2016 15:17,175,713,4/29/2016 9:45,158,4/29/2016 9:45,10,2 - Medium,5 - Very Low
INC0000347,6,0,0,TRUE,386,2/29/2016 15:21,184,908,8/3/2016 10:00,107,8/3/2016 10:00,2,2 - Medium,5 - Very Low
INC0000348,1,0,0,TRUE,381,2/29/2016 15:22,182,695,12/4/2016 9:04,0,1/1/1912 0:00,1,3 - Low,5 - Very Low
INC0000351,6,0,0,FALSE,433,2/29/2016 15:24,203,908,3/26/2016 16:59,21,3/26/2016 16:59,5,3 - Low,5 - Very Low
INC0000352,6,0,0,TRUE,55,2/29/2016 15:27,28,908,5/3/2016 17:00,46,5/3/2016 17:00,4,2 - Medium,5 - Very Low
INC0000355,6,0,0,TRUE,221,2/29/2016 15:30,184,908,8/3/2016 12:00,40,8/3/2016 12:00,8,2 - Medium,5 - Very Low
INC0000356,7,3,0,TRUE,301,2/29/2016 15:32,242,957,8/3/2016 8:52,0,1/1/1912 0:00,8,2 - Medium,5 - Very Low
INC0000357,1,0,0,TRUE,386,2/29/2016 15:34,33,908,2/29/2016 15:34,0,1/1/1912 0:00,8,2 - Medium,5 - Very Low
INC0000359,6,0,0,TRUE,381,2/29/2016 15:37,182,695,12/7/2016 9:42,165,12/7/2016 9:42,2,3 - Low,5 - Very Low
INC0000361,6,1,0,TRUE,386,2/29/2016 15:38,130,489,9/3/2016 17:23,117,9/3/2016 17:23,4,2 - Medium,5 - Very Low
INC0000363,6,0,0,TRUE,381,2/29/2016 15:45,182,695,3/28/2016 14:56,165,3/28/2016 14:56,7,3 - Low,5 - Very Low
INC0000370,6,0,0,FALSE,386,2/29/2016 15:53,201,908,6/3/2016 9:00,38,6/3/2016 9:00,1,1 - High,5 - Very Low
INC0000371,6,0,0,TRUE,381,2/29/2016 15:53,182,695,3/29/2016 17:54,165,3/29/2016 17:54,8,3 - Low,5 - Very Low
INC0000372,6,0,0,TRUE,221,2/29/2016 15:54,31,908,9/3/2016 8:00,30,9/3/2016 8:00,4,2 - Medium,5 - Very Low
INC0000373,6,0,0,TRUE,325,2/29/2016 15:55,159,614,10/3/2016 17:51,143,10/3/2016 17:51,9,3 - Low,5 - Very Low
INC0000374,6,0,0,TRUE,386,2/29/2016 15:59,186,908,5/3/2016 17:00,48,5/3/2016 17:00,1,2 - Medium,3 - Moderate
INC0000375,6,0,0,FALSE,381,2/29/2016 16:09,182,908,5/24/2016 16:07,40,5/24/2016 16:07,7,3 - Low,4 - Low
INC0000376,6,1,0,TRUE,55,2/29/2016 16:15,198,533,7/3/2016 15:14,180,7/3/2016 15:14,2,2 - Medium,3 - Moderate
INC0000378,6,0,0,FALSE,381,2/29/2016 16:23,182,908,6/4/2016 10:59,99,6/4/2016 10:59,5,2 - Medium,3 - Moderate
INC0000379,6,0,0,FALSE,191,2/29/2016 16:25,166,908,5/23/2016 11:07,86,5/23/2016 11:07,5,2 - Medium,3 - Moderate
INC0000384,6,0,0,TRUE,386,2/29/2016 16:30,127,908,8/3/2016 10:00,2,8/3/2016 10:00,3,2 - Medium,3 - Moderate
INC0000385,6,0,0,TRUE,221,2/29/2016 16:31,241,958,3/28/2016 9:40,220,3/28/2016 9:40,10,2 - Medium,3 - Moderate
INC0000387,4,0,0,TRUE,55,2/29/2016 16:38,215,833,9/3/2016 10:57,0,1/1/1912 0:00,2,2 - Medium,3 - Moderate
INC0000388,1,0,0,TRUE,221,2/29/2016 16:43,216,862,7/3/2016 15:27,0,1/1/1912 0:00,10,1 - High,1 - Critical
INC0000392,6,0,0,TRUE,55,2/29/2016 16:51,236,908,7/3/2016 12:00,101,7/3/2016 12:00,8,2 - Medium,3 - Moderate
INC0000396,6,5,0,TRUE,191,2/29/2016 17:11,17,60,12/3/2016 14:27,15,12/3/2016 14:27,8,2 - Medium,3 - Moderate
INC0000400,4,1,0,TRUE,221,2/29/2016 17:32,115,111,12/3/2016 18:40,0,1/1/1912 0:00,8,2 - Medium,3 - Moderate
INC0000403,6,1,1,TRUE,386,2/29/2016 17:48,249,974,7/3/2016 16:33,227,7/3/2016 16:33,10,2 - Medium,5 - Very Low
INC0000405,6,0,0,TRUE,386,2/29/2016 17:53,201,908,8/3/2016 10:00,97,8/3/2016 10:00,4,2 - Medium,5 - Very Low
INC0000418,6,0,0,FALSE,221,2/29/2016 18:35,227,908,3/24/2016 18:59,94,3/24/2016 18:59,9,2 - Medium,5 - Very Low
INC0000419,7,0,0,TRUE,239,2/29/2016 18:36,125,750,4/3/2016 15:15,0,1/1/1912 0:00,7,2 - Medium,5 - Very Low
INC0000433,1,0,0,TRUE,305,2/29/2016 20:32,165,432,8/3/2016 17:39,0,1/1/1912 0:00,4,1 - High,5 - Very Low
INC0000439,6,0,0,TRUE,433,2/29/2016 21:44,193,908,8/3/2016 10:00,17,8/3/2016 10:00,9,2 - Medium,5 - Very Low
INC0000441,6,7,0,TRUE,239,2/29/2016 22:20,64,775,10/3/2016 11:57,57,3/15/2016 13:51,2,1 - High,5 - Very Low
INC0000458,6,6,0,FALSE,305,2/29/2016 23:53,149,908,3/24/2016 18:59,133,3/18/2016 13:48,10,2 - Medium,5 - Very Low
INC0000464,6,1,0,FALSE,443,1/3/2016 1:22,74,908,3/27/2016 15:59,67,3/22/2016 15:08,2,2 - Medium,5 - Very Low
INC0000467,6,2,0,FALSE,443,1/3/2016 1:31,153,908,4/18/2016 11:07,137,4/13/2016 10:28,6,2 - Medium,5 - Very Low
INC0000468,6,0,0,TRUE,443,1/3/2016 1:36,249,908,6/3/2016 10:00,113,6/3/2016 10:00,6,2 - Medium,5 - Very Low
INC0000469,6,0,0,TRUE,443,1/3/2016 1:42,216,908,7/3/2016 11:00,13,7/3/2016 11:00,10,2 - Medium,5 - Very Low
INC0000473,6,0,0,FALSE,443,1/3/2016 1:49,74,908,3/27/2016 15:59,94,3/27/2016 15:59,4,2 - Medium,5 - Very Low
INC0000477,6,1,0,TRUE,443,1/3/2016 2:30,249,908,7/3/2016 10:00,227,2/3/2016 9:01,6,2 - Medium,5 - Very Low
INC0000480,6,1,0,TRUE,443,1/3/2016 2:56,2,908,6/3/2016 10:00,2,1/3/2016 9:39,2,2 - Medium,5 - Very Low
INC0000486,6,0,0,TRUE,390,1/3/2016 3:57,208,908,6/3/2016 5:00,14,6/3/2016 5:00,7,2 - Medium,5 - Very Low
INC0000493,6,5,0,FALSE,180,1/3/2016 6:05,149,908,3/24/2016 18:59,133,3/17/2016 14:28,10,2 - Medium,5 - Very Low
INC0000497,6,1,0,TRUE,180,1/3/2016 7:42,229,908,9/3/2016 18:00,208,4/3/2016 17:50,6,2 - Medium,5 - Very Low
INC0000499,6,0,0,TRUE,24,1/3/2016 7:55,249,908,6/3/2016 10:00,22,6/3/2016 10:00,6,2 - Medium,5 - Very Low
INC0000505,6,1,0,TRUE,131,1/3/2016 8:10,2,908,8/3/2016 11:00,2,3/3/2016 10:10,2,2 - Medium,3 - Moderate
INC0000508,7,0,0,TRUE,180,1/3/2016 8:18,227,750,4/3/2016 15:17,0,1/1/1912 0:00,2,2 - Medium,2 - High
INC0000509,6,1,0,TRUE,501,1/3/2016 8:21,236,908,8/3/2016 18:00,215,3/3/2016 17:28,3,2 - Medium,3 - Moderate
INC0000510,1,1,0,TRUE,24,1/3/2016 8:27,183,699,3/3/2016 9:11,0,1/1/1912 0:00,6,2 - Medium,3 - Moderate
INC0000511,6,1,0,FALSE,131,1/3/2016 8:28,74,908,3/27/2016 15:59,67,3/22/2016 15:15,4,3 - Low,4 - Low
INC0000512,6,1,0,TRUE,40,1/3/2016 8:29,201,908,8/3/2016 10:00,183,3/3/2016 9:21,4,2 - Medium,3 - Moderate
INC0000516,6,0,0,TRUE,433,1/3/2016 8:35,214,908,6/3/2016 11:00,98,6/3/2016 11:00,1,2 - Medium,3 - Moderate
INC0000517,6,3,0,FALSE,40,1/3/2016 8:35,141,908,4/24/2016 11:10,127,4/19/2016 11:09,9,1 - High,3 - Moderate
INC0000519,6,0,0,TRUE,180,1/3/2016 8:37,236,908,7/3/2016 12:00,95,7/3/2016 12:00,1,2 - Medium,3 - Moderate
INC0000521,6,0,0,TRUE,433,1/3/2016 8:42,165,908,7/3/2016 9:00,6,7/3/2016 9:00,1,2 - Medium,3 - Moderate
INC0000524,4,0,0,TRUE,40,1/3/2016 8:45,13,578,12/3/2016 20:33,0,1/1/1912 0:00,2,2 - Medium,3 - Moderate
INC0000526,6,0,0,TRUE,433,1/3/2016 8:52,165,908,7/3/2016 9:00,112,7/3/2016 9:00,5,2 - Medium,3 - Moderate
INC0000528,6,1,0,TRUE,131,1/3/2016 8:53,198,908,8/3/2016 11:00,180,3/3/2016 10:19,3,3 - Low,4 - Low
INC0000532,6,1,0,TRUE,131,1/3/2016 8:59,216,908,7/3/2016 12:00,197,2/3/2016 11:39,5,3 - Low,4 - Low
INC0000534,6,1,0,TRUE,180,1/3/2016 9:00,34,908,6/3/2016 15:00,33,1/3/2016 14:19,9,2 - Medium,3 - Moderate
INC0000536,6,2,0,TRUE,24,1/3/2016 9:03,249,908,9/3/2016 10:00,227,4/3/2016 9:29,6,2 - Medium,3 - Moderate
INC0000538,6,0,0,FALSE,180,1/3/2016 9:08,58,908,7/3/2016 14:00,133,7/3/2016 14:00,2,2 - Medium,2 - High
INC0000539,6,1,0,TRUE,131,1/3/2016 9:10,57,908,8/3/2016 13:00,53,3/3/2016 12:59,3,2 - Medium,3 - Moderate
INC0000540,6,0,0,TRUE,433,1/3/2016 9:11,134,908,6/3/2016 10:00,42,6/3/2016 10:00,8,2 - Medium,3 - Moderate
INC0000541,6,6,0,FALSE,180,1/3/2016 9:13,17,908,3/27/2016 8:59,15,3/22/2016 8:20,8,3 - Low,4 - Low
INC0000543,6,0,0,TRUE,24,1/3/2016 9:14,253,908,6/3/2016 17:00,46,6/3/2016 17:00,10,2 - Medium,3 - Moderate
INC0000544,6,0,0,TRUE,131,1/3/2016 9:15,184,908,8/3/2016 12:00,17,8/3/2016 12:00,7,3 - Low,4 - Low
INC0000547,6,1,0,TRUE,180,1/3/2016 9:18,125,465,8/3/2016 13:31,113,8/3/2016 13:31,3,2 - Medium,3 - Moderate
INC0000548,6,0,0,FALSE,512,1/3/2016 9:19,207,908,9/3/2016 12:00,39,9/3/2016 12:00,4,1 - High,1 - Critical
INC0000549,6,0,0,TRUE,180,1/3/2016 9:22,24,908,7/3/2016 12:00,46,7/3/2016 12:00,4,2 - Medium,3 - Moderate
INC0000550,4,1,0,TRUE,131,1/3/2016 9:23,236,928,3/3/2016 9:09,0,1/1/1912 0:00,7,3 - Low,4 - Low
INC0000552,1,2,0,TRUE,131,1/3/2016 9:28,148,307,2/3/2016 11:48,0,1/1/1912 0:00,10,2 - Medium,3 - Moderate
INC0000553,6,3,0,TRUE,40,1/3/2016 9:29,99,344,11/3/2016 12:12,89,11/3/2016 12:12,5,2 - Medium,3 - Moderate
INC0000554,6,1,0,TRUE,180,1/3/2016 9:31,198,908,8/3/2016 9:00,180,3/3/2016 8:43,2,2 - Medium,3 - Moderate
INC0000558,1,1,0,TRUE,131,1/3/2016 9:36,57,213,7/3/2016 8:52,0,1/1/1912 0:00,10,2 - Medium,3 - Moderate
INC0000559,6,2,0,TRUE,40,1/3/2016 9:36,215,908,9/3/2016 10:00,196,4/3/2016 9:18,5,2 - Medium,3 - Moderate
INC0000561,6,3,0,FALSE,180,1/3/2016 9:41,74,908,3/27/2016 15:59,67,3/22/2016 15:16,8,2 - Medium,3 - Moderate
INC0000566,6,1,0,TRUE,461,1/3/2016 9:43,251,980,11/3/2016 9:47,229,11/3/2016 9:47,9,2 - Medium,3 - Moderate
INC0000568,6,0,0,FALSE,180,1/3/2016 9:44,78,908,7/3/2016 14:00,3,7/3/2016 14:00,2,2 - Medium,2 - High
INC0000569,1,1,0,TRUE,24,1/3/2016 9:45,139,495,9/3/2016 9:15,0,1/1/1912 0:00,7,2 - Medium,3 - Moderate
INC0000570,1,1,0,TRUE,501,1/3/2016 9:46,225,825,3/28/2016 9:22,0,1/1/1912 0:00,1,3 - Low,4 - Low
INC0000571,6,1,0,TRUE,62,1/3/2016 9:47,111,908,6/3/2016 13:00,100,1/3/2016 12:26,4,2 - Medium,3 - Moderate
INC0000572,1,2,0,TRUE,501,1/3/2016 9:50,145,552,11/3/2016 11:02,0,1/1/1912 0:00,5,2 - Medium,3 - Moderate
INC0000574,6,0,0,TRUE,131,1/3/2016 9:54,111,421,7/3/2016 16:16,100,7/3/2016 16:16,8,3 - Low,4 - Low
INC0000576,6,0,0,FALSE,180,1/3/2016 9:55,78,908,8/3/2016 16:00,80,8/3/2016 16:00,1,2 - Medium,2 - High
INC0000577,1,5,0,TRUE,501,1/3/2016 9:56,78,307,11/3/2016 8:28,0,1/1/1912 0:00,5,2 - Medium,3 - Moderate
INC0000583,6,0,0,TRUE,24,1/3/2016 10:04,26,908,6/3/2016 22:00,72,6/3/2016 22:00,8,2 - Medium,3 - Moderate
INC0000587,6,0,0,TRUE,301,1/3/2016 10:10,149,908,6/3/2016 11:00,124,6/3/2016 11:00,9,2 - Medium,3 - Moderate
INC0000590,6,2,0,TRUE,131,1/3/2016 10:11,132,908,8/3/2016 11:00,118,3/3/2016 10:40,5,3 - Low,4 - Low
INC0000591,6,8,0,FALSE,24,1/3/2016 10:12,149,908,3/29/2016 12:59,133,3/24/2016 12:11,9,2 - Medium,3 - Moderate
INC0000592,6,2,0,TRUE,536,1/3/2016 10:14,229,908,9/3/2016 18:00,208,4/3/2016 17:48,6,2 - Medium,3 - Moderate
INC0000594,4,0,0,TRUE,9,1/3/2016 10:16,7,20,8/3/2016 9:24,0,1/1/1912 0:00,1,2 - Medium,3 - Moderate
INC0000595,6,2,0,FALSE,131,1/3/2016 10:16,115,908,3/24/2016 18:59,103,3/17/2016 17:57,9,2 - Medium,3 - Moderate
INC0000597,6,2,0,TRUE,1,1/3/2016 10:22,215,908,8/3/2016 9:00,196,3/3/2016 8:16,3,2 - Medium,3 - Moderate
INC0000599,3,0,0,TRUE,501,1/3/2016 10:23,227,868,7/3/2016 19:33,0,1/1/1912 0:00,4,2 - Medium,3 - Moderate
INC0000600,6,1,0,TRUE,131,1/3/2016 10:27,188,908,7/3/2016 20:00,171,2/3/2016 19:33,9,3 - Low,4 - Low
INC0000602,6,1,0,TRUE,226,1/3/2016 10:34,227,868,7/3/2016 9:55,206,7/3/2016 9:55,8,2 - Medium,3 - Moderate
INC0000603,6,1,0,TRUE,131,1/3/2016 10:35,58,908,8/3/2016 17:00,53,3/3/2016 16:34,3,2 - Medium,4 - Low
INC0000604,6,0,0,TRUE,301,1/3/2016 10:36,149,908,6/3/2016 11:00,44,6/3/2016 11:00,3,2 - Medium,3 - Moderate
INC0000605,1,1,0,TRUE,40,1/3/2016 10:38,152,551,7/3/2016 14:18,0,1/1/1912 0:00,6,2 - Medium,3 - Moderate
INC0000606,4,0,0,TRUE,180,1/3/2016 10:39,13,44,12/3/2016 11:13,0,1/1/1912 0:00,3,2 - Medium,3 - Moderate
INC0000607,6,1,0,TRUE,131,1/3/2016 10:39,253,908,7/3/2016 15:00,231,2/3/2016 14:31,4,2 - Medium,3 - Moderate
INC0000609,6,2,0,FALSE,301,1/3/2016 10:43,97,908,3/24/2016 18:59,87,3/17/2016 11:31,2,2 - Medium,3 - Moderate
INC0000611,6,1,0,TRUE,1,1/3/2016 10:47,253,908,7/3/2016 10:00,231,2/3/2016 9:14,3,2 - Medium,3 - Moderate
INC0000612,6,1,0,TRUE,62,1/3/2016 10:49,34,908,7/3/2016 11:00,33,2/3/2016 10:58,1,2 - Medium,3 - Moderate
